#mapping_set_id: boomer:label_match_candidates
#mapping_tool: boomer-label-match
#mapping_date: 2026-03-04
#curie_map:
#  CL: http://purl.obolibrary.org/obo/CL_
#  BTO: http://purl.obolibrary.org/obo/BTO_
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence
UBERON:0004189	glomerular endothelium	skos:exactMatch	BTO:0004631	glomerular endothelium	semapv:LexicalMatching	0.7
UBERON:0004203	cortical collecting duct	skos:exactMatch	BTO:0002643	cortical collecting duct	semapv:LexicalMatching	0.7
UBERON:0004205	inner medullary collecting duct	skos:exactMatch	BTO:0004544	inner medullary collecting duct	semapv:LexicalMatching	0.7
UBERON:0004222	stomach smooth muscle	skos:exactMatch	BTO:0001818	stomach smooth muscle	semapv:LexicalMatching	0.7
UBERON:0004228	urinary bladder smooth muscle	skos:exactMatch	BTO:0001849	urinary bladder smooth muscle	semapv:LexicalMatching	0.7
UBERON:0004234	iris smooth muscle	skos:exactMatch	BTO:0000655	iris smooth muscle	semapv:LexicalMatching	0.7
UBERON:0004243	prostate gland smooth muscle	skos:exactMatch	BTO:0003159	prostate gland smooth muscle	semapv:LexicalMatching	0.7
UBERON:0004340	allantois	skos:exactMatch	BTO:0000474	allantois	semapv:LexicalMatching	0.7
UBERON:0004345	trophectoderm	skos:exactMatch	BTO:0001840	trophectoderm	semapv:LexicalMatching	0.7
UBERON:0004347	limb bud	skos:exactMatch	BTO:0001640	limb bud	semapv:LexicalMatching	0.7
UBERON:0004364	ectoplacental cone	skos:exactMatch	BTO:0001715	ectoplacental cone	semapv:LexicalMatching	0.7
UBERON:0004449	cerebral artery	skos:exactMatch	BTO:0005205	cerebral artery	semapv:LexicalMatching	0.7
UBERON:0004535	cardiovascular system	skos:exactMatch	BTO:0000088	cardiovascular system	semapv:LexicalMatching	0.7
UBERON:0004572	arterial system	skos:exactMatch	BTO:0004690	arterial system	semapv:LexicalMatching	0.7
UBERON:0004582	venous system	skos:exactMatch	BTO:0004692	venous system	semapv:LexicalMatching	0.7
UBERON:0004638	blood vessel endothelium	skos:exactMatch	BTO:0000766	blood vessel endothelium	semapv:LexicalMatching	0.7
UBERON:0004681	vestibular system	skos:exactMatch	BTO:0003381	vestibular system	semapv:LexicalMatching	0.7
UBERON:0004711	jugular vein	skos:exactMatch	BTO:0001744	jugular vein	semapv:LexicalMatching	0.7
UBERON:0004715	annulus fibrosus disci intervertebralis	skos:exactMatch	BTO:0003629	annulus fibrosus disci intervertebralis	semapv:LexicalMatching	0.7
UBERON:0004716	conceptus	skos:exactMatch	BTO:0003834	conceptus	semapv:LexicalMatching	0.7
UBERON:0004734	gastrula	skos:exactMatch	BTO:0001403	gastrula	semapv:LexicalMatching	0.7
UBERON:0004758	salt gland	skos:exactMatch	BTO:0001204	salt gland	semapv:LexicalMatching	0.7
UBERON:0004804	oviduct epithelium	skos:exactMatch	BTO:0002402	oviduct epithelium	semapv:LexicalMatching	0.7
UBERON:0004809	salivary gland epithelium	skos:exactMatch	BTO:0004421	salivary gland epithelium	semapv:LexicalMatching	0.7
UBERON:0004820	bile duct epithelium	skos:exactMatch	BTO:0000417	bile duct epithelium	semapv:LexicalMatching	0.7
UBERON:0004851	aorta endothelium	skos:exactMatch	BTO:0000394	aorta endothelium	semapv:LexicalMatching	0.7
UBERON:0004877	visceral endoderm	skos:exactMatch	BTO:0003487	visceral endoderm	semapv:LexicalMatching	0.7
UBERON:0004893	interalveolar septum	skos:exactMatch	BTO:0003149	interalveolar septum	semapv:LexicalMatching	0.7
UBERON:0004894	alveolar wall	skos:exactMatch	BTO:0002543	alveolar wall	semapv:LexicalMatching	0.7
UBERON:0005167	papillary duct	skos:exactMatch	BTO:0004540	papillary duct	semapv:LexicalMatching	0.7
UBERON:0005184	hair medulla	skos:exactMatch	BTO:0004671	hair medulla	semapv:LexicalMatching	0.7
UBERON:0005290	myelencephalon	skos:exactMatch	BTO:0000758	myelencephalon	semapv:LexicalMatching	0.7
UBERON:0005292	extraembryonic tissue	skos:exactMatch	BTO:0003360	extraembryonic tissue	semapv:LexicalMatching	0.7
UBERON:0005305	thyroid follicle	skos:exactMatch	BTO:0004708	thyroid follicle	semapv:LexicalMatching	0.7
UBERON:0005317	pulmonary artery endothelium	skos:exactMatch	BTO:0000137	pulmonary artery endothelium	semapv:LexicalMatching	0.7
UBERON:0005366	olfactory lobe	skos:exactMatch	BTO:0001362	olfactory lobe	semapv:LexicalMatching	0.7
UBERON:0005382	dorsal striatum	skos:exactMatch	BTO:0004701	dorsal striatum	semapv:LexicalMatching	0.7
UBERON:0005398	female reproductive gland	skos:exactMatch	BTO:0000254	female reproductive gland	semapv:LexicalMatching	0.7
UBERON:0005399	male reproductive gland	skos:exactMatch	BTO:0000080	male reproductive gland	semapv:LexicalMatching	0.7
UBERON:0005403	ventral striatum	skos:exactMatch	BTO:0004702	ventral striatum	semapv:LexicalMatching	0.7
UBERON:0005408	circumventricular organ	skos:exactMatch	BTO:0006267	circumventricular organ	semapv:LexicalMatching	0.7
UBERON:0005609	iliac artery	skos:exactMatch	BTO:0004665	iliac artery	semapv:LexicalMatching	0.7
UBERON:0005616	mesenteric artery	skos:exactMatch	BTO:0000779	mesenteric artery	semapv:LexicalMatching	0.7
UBERON:0005617	mesenteric vein	skos:exactMatch	BTO:0002781	mesenteric vein	semapv:LexicalMatching	0.7
UBERON:0005805	dorsal aorta	skos:exactMatch	BTO:0004673	dorsal aorta	semapv:LexicalMatching	0.7
UBERON:0005813	tubercle	skos:exactMatch	BTO:0002173	tubercle	semapv:LexicalMatching	0.7
UBERON:0006444	annulus fibrosus	skos:exactMatch	BTO:0003627	annulus fibrosus	semapv:LexicalMatching	0.7
UBERON:0006562	pharynx	skos:exactMatch	BTO:0001049	pharynx	semapv:LexicalMatching	0.7
UBERON:0006568	hypothalamic nucleus	skos:exactMatch	BTO:0002449	hypothalamic nucleus	semapv:LexicalMatching	0.7
UBERON:0006660	muscular coat	skos:exactMatch	BTO:0004838	muscular coat	semapv:LexicalMatching	0.7
UBERON:0006676	muscularis mucosa	skos:exactMatch	BTO:0004839	muscularis mucosa	semapv:LexicalMatching	0.7
UBERON:0006799	glandular epithelium	skos:exactMatch	BTO:0002991	glandular epithelium	semapv:LexicalMatching	0.7
UBERON:0006849	scapula	skos:exactMatch	BTO:0001218	scapula	semapv:LexicalMatching	0.7
UBERON:0006913	lip epithelium	skos:exactMatch	BTO:0004468	lip epithelium	semapv:LexicalMatching	0.7
UBERON:0006914	squamous epithelium	skos:exactMatch	BTO:0002072	squamous epithelium	semapv:LexicalMatching	0.7
UBERON:0006953	ejaculatory duct epithelium	skos:exactMatch	BTO:0002618	ejaculatory duct epithelium	semapv:LexicalMatching	0.7
UBERON:0006955	uterine epithelium	skos:exactMatch	BTO:0003082	uterine epithelium	semapv:LexicalMatching	0.7
UBERON:0007106	chorionic villus	skos:exactMatch	BTO:0001161	chorionic villus	semapv:LexicalMatching	0.7
UBERON:0007228	vestibular nucleus	skos:exactMatch	BTO:0004368	vestibular nucleus	semapv:LexicalMatching	0.7
UBERON:0007318	saphenous vein	skos:exactMatch	BTO:0001808	saphenous vein	semapv:LexicalMatching	0.7
UBERON:0007329	pancreatic duct	skos:exactMatch	BTO:0002362	pancreatic duct	semapv:LexicalMatching	0.7
UBERON:0007777	umbilical vein endothelium	skos:exactMatch	BTO:0001416	umbilical vein endothelium	semapv:LexicalMatching	0.7
UBERON:0007778	umbilical artery endothelium	skos:exactMatch	BTO:0000857	umbilical artery endothelium	semapv:LexicalMatching	0.7
UBERON:0007798	vascular system	skos:exactMatch	BTO:0001085	vascular system	semapv:LexicalMatching	0.7
UBERON:0007806	connecting stalk	skos:exactMatch	BTO:0004705	connecting stalk	semapv:LexicalMatching	0.7
UBERON:0008266	periodontal ligament	skos:exactMatch	BTO:0001020	periodontal ligament	semapv:LexicalMatching	0.7
UBERON:0008281	tooth bud	skos:exactMatch	BTO:0001838	tooth bud	semapv:LexicalMatching	0.7
UBERON:0008304	inner chondrogenic layer of perichondrium	skos:exactMatch	BTO:0005090	inner chondrogenic layer of perichondrium	semapv:LexicalMatching	0.7
UBERON:0008305	outer fibrous layer of perichondrium	skos:exactMatch	BTO:0005091	outer fibrous layer of perichondrium	semapv:LexicalMatching	0.7
UBERON:0008307	heart endothelium	skos:exactMatch	BTO:0004293	heart endothelium	semapv:LexicalMatching	0.7
UBERON:0008331	clitoral smooth muscle	skos:exactMatch	BTO:0005000	clitoral smooth muscle	semapv:LexicalMatching	0.7
UBERON:0008339	microvascular endothelium	skos:exactMatch	BTO:0003122	microvascular endothelium	semapv:LexicalMatching	0.7
UBERON:0008367	breast epithelium	skos:exactMatch	BTO:0001428	breast epithelium	semapv:LexicalMatching	0.7
UBERON:0008397	tracheobronchial epithelium	skos:exactMatch	BTO:0002925	tracheobronchial epithelium	semapv:LexicalMatching	0.7
UBERON:0008408	distal tubular epithelium	skos:exactMatch	BTO:0003948	distal tubular epithelium	semapv:LexicalMatching	0.7
UBERON:0008836	liver bud	skos:exactMatch	BTO:0001642	liver bud	semapv:LexicalMatching	0.7
UBERON:0008904	neuromast	skos:exactMatch	BTO:0006219	neuromast	semapv:LexicalMatching	0.7
UBERON:0008969	dental follicle	skos:exactMatch	BTO:0000337	dental follicle	semapv:LexicalMatching	0.7
UBERON:0008974	apocrine gland	skos:exactMatch	BTO:0001162	apocrine gland	semapv:LexicalMatching	0.7
UBERON:0008987	renal parenchyma	skos:exactMatch	BTO:0003604	renal parenchyma	semapv:LexicalMatching	0.7
UBERON:0009010	periurethral tissue	skos:exactMatch	BTO:0005081	periurethral tissue	semapv:LexicalMatching	0.7
UBERON:0009127	epibranchial ganglion	skos:exactMatch	BTO:0006250	epibranchial ganglion	semapv:LexicalMatching	0.7
UBERON:0009758	abdominal ganglion	skos:exactMatch	BTO:0000022	abdominal ganglion	semapv:LexicalMatching	0.7
UBERON:0009773	renal tubule	skos:exactMatch	BTO:0000343	renal tubule	semapv:LexicalMatching	0.7
UBERON:0010143	seminal vesicle fluid	skos:exactMatch	BTO:0002053	seminal vesicle fluid	semapv:LexicalMatching	0.7
UBERON:0010152	skin mucus	skos:exactMatch	BTO:0005082	skin mucus	semapv:LexicalMatching	0.7
UBERON:0010210	blood clot	skos:exactMatch	BTO:0000102	blood clot	semapv:LexicalMatching	0.7
UBERON:0010243	merocrine gland	skos:exactMatch	BTO:0002324	merocrine gland	semapv:LexicalMatching	0.7
UBERON:0010302	amnioserosa	skos:exactMatch	BTO:0004800	amnioserosa	semapv:LexicalMatching	0.7
UBERON:0010754	germinal center	skos:exactMatch	BTO:0003671	germinal center	semapv:LexicalMatching	0.7
UBERON:0011004	pharyngeal arch cartilage	skos:exactMatch	BTO:0006051	pharyngeal arch cartilage	semapv:LexicalMatching	0.7
UBERON:0011148	submucosal gland	skos:exactMatch	BTO:0003751	submucosal gland	semapv:LexicalMatching	0.7
UBERON:0011374	prepuce	skos:exactMatch	BTO:0001113	prepuce	semapv:LexicalMatching	0.7
UBERON:0011997	coelom	skos:exactMatch	BTO:0001707	coelom	semapv:LexicalMatching	0.7
UBERON:0012168	umbilical cord blood	skos:exactMatch	BTO:0004053	umbilical cord blood	semapv:LexicalMatching	0.7
UBERON:0012248	cervical mucosa	skos:exactMatch	BTO:0000411	cervical mucosa	semapv:LexicalMatching	0.7
UBERON:0012344	holocrine gland	skos:exactMatch	BTO:0002325	holocrine gland	semapv:LexicalMatching	0.7
UBERON:0012615	umbilical smooth muscle	skos:exactMatch	BTO:0001847	umbilical smooth muscle	semapv:LexicalMatching	0.7
UBERON:0013479	lung endothelium	skos:exactMatch	BTO:0004128	lung endothelium	semapv:LexicalMatching	0.7
UBERON:0013694	brain endothelium	skos:exactMatch	BTO:0003248	brain endothelium	semapv:LexicalMatching	0.7
UBERON:0013755	arterial blood	skos:exactMatch	BTO:0006188	arterial blood	semapv:LexicalMatching	0.7
UBERON:0013756	venous blood	skos:exactMatch	BTO:0006187	venous blood	semapv:LexicalMatching	0.7
UBERON:0016525	frontal lobe	skos:exactMatch	BTO:0000484	frontal lobe	semapv:LexicalMatching	0.7
UBERON:0017654	buccal gland	skos:exactMatch	BTO:0005767	buccal gland	semapv:LexicalMatching	0.7
UBERON:0019143	intramuscular adipose tissue	skos:exactMatch	BTO:0004043	intramuscular adipose tissue	semapv:LexicalMatching	0.7
UBERON:0019189	carotid artery endothelium	skos:exactMatch	BTO:0004626	carotid artery endothelium	semapv:LexicalMatching	0.7
UBERON:0019196	iliac artery endothelium	skos:exactMatch	BTO:0004661	iliac artery endothelium	semapv:LexicalMatching	0.7
UBERON:0019204	skin epithelium	skos:exactMatch	BTO:0004382	skin epithelium	semapv:LexicalMatching	0.7
UBERON:0035050	excretory duct	skos:exactMatch	BTO:0006341	excretory duct	semapv:LexicalMatching	0.7
UBERON:0036217	coelomic fluid	skos:exactMatch	BTO:0001708	coelomic fluid	semapv:LexicalMatching	0.7
UBERON:0036243	vaginal fluid	skos:exactMatch	BTO:0003084	vaginal fluid	semapv:LexicalMatching	0.7
UBERON:8410037	high endothelial venule	skos:exactMatch	BTO:0004528	high endothelial venule	semapv:LexicalMatching	0.7
UBERON:8450002	excretory system	skos:exactMatch	BTO:0006338	excretory system	semapv:LexicalMatching	0.7
UBERON:8600038	placental disc	skos:exactMatch	BTO:0003678	placental disc	semapv:LexicalMatching	0.7
